"编号","区","性质","办园类型","办园等级","幼儿园","片区","园区/分园","地址","高德POI名称","高德POI地址","高德经纬度","距西岸网易研发中心","高德搜索链接","联系电话","托班计划","小班计划","对口居委/招生范围","招生类型","置信度","备注","主要来源"
"MH154","闵行","公办","公办","待核验","闵行区龙柏第一幼儿园白樟分园","闵行/虹桥镇","本部","上海市闵行区龙柏三村90号","龙柏第一幼儿园(分园)","龙柏三村90号(龙柏新村地铁站5号口步行440米)","121.367353,31.179619","高德直线约 9.10 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E9%97%B5%E8%A1%8C%E5%8C%BA%E9%BE%99%E6%9F%8F%E7%AC%AC%E4%B8%80%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%99%BD%E6%A8%9F%E5%88%86%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E9%BE%99%E6%9F%8F%E4%B8%89%E6%9D%9190%E5%8F%B7","64494249","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH155","闵行","公办","公办","待核验","闵行区龙柏第一幼儿园雨林分园","闵行/虹桥镇","本部","上海市闵行区兰竹路153号","闵行区龙柏第一幼儿园雨林分园","兰竹路153号","121.361172,31.177855","高德直线约 9.61 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E9%97%B5%E8%A1%8C%E5%8C%BA%E9%BE%99%E6%9F%8F%E7%AC%AC%E4%B8%80%E5%B9%BC%E5%84%BF%E5%9B%AD%E9%9B%A8%E6%9E%97%E5%88%86%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E5%85%B0%E7%AB%B9%E8%B7%AF153%E5%8F%B7","64494249","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH156","闵行","公办","公办","待核验","闵行区龙柏第二幼儿园","闵行/虹桥镇","本部","上海市闵行区白樟路125号","闵行区龙柏第二幼儿园(白樟路)","虹桥镇白樟路125号(龙柏新村地铁站4号口步行420米)","121.367564,31.175030","高德直线约 8.94 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E9%97%B5%E8%A1%8C%E5%8C%BA%E9%BE%99%E6%9F%8F%E7%AC%AC%E4%BA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E7%99%BD%E6%A8%9F%E8%B7%AF125%E5%8F%B7","34213243-1019","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH157","闵行","公办","公办","待核验","闵行区龙柏第二幼儿园分园","闵行/虹桥镇","本部","上海市闵行区龙柏七村41号","龙柏第二幼儿园","龙柏七村41号","121.362997,31.174130","高德直线约 9.35 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E9%97%B5%E8%A1%8C%E5%8C%BA%E9%BE%99%E6%9F%8F%E7%AC%AC%E4%BA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%88%86%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E9%BE%99%E6%9F%8F%E4%B8%83%E6%9D%9141%E5%8F%B7","34213243-1019","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH158","闵行","公办","公办","待核验","闵行区虹桥中心幼儿园","闵行/虹桥镇","本部","上海市闵行区虹梅路2984号","虹桥中心幼儿园(虹梅路)","虹梅路2984号","121.393519,31.181320","高德直线约 6.82 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E9%97%B5%E8%A1%8C%E5%8C%BA%E8%99%B9%E6%A1%A5%E4%B8%AD%E5%BF%83%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E8%99%B9%E6%A2%85%E8%B7%AF2984%E5%8F%B7","54581220","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH159","闵行","公办","公办","待核验","闵行区虹桥中心幼儿园古北分园","闵行/虹桥镇","本部","上海市闵行区红松东路218号","虹桥中心幼儿园古北分园","红松东路218号","121.408413,31.189197","高德直线约 6.04 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E9%97%B5%E8%A1%8C%E5%8C%BA%E8%99%B9%E6%A1%A5%E4%B8%AD%E5%BF%83%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%8F%A4%E5%8C%97%E5%88%86%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E7%BA%A2%E6%9D%BE%E4%B8%9C%E8%B7%AF218%E5%8F%B7","62211363","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH160","闵行","公办","公办","待核验","上海市闵行区虹鹿幼儿园","闵行/虹桥镇","本部","上海市闵行区虹中路780弄45号","虹鹿幼儿园","虹中路780弄45号(近延安西路)","121.379887,31.188466","高德直线约 8.33 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E8%99%B9%E9%B9%BF%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E8%99%B9%E4%B8%AD%E8%B7%AF780%E5%BC%8445%E5%8F%B7","64053237","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH161","闵行","公办","公办","待核验","上海市闵行区虹鹿幼儿园井亭分园","闵行/虹桥镇","本部","上海市闵行区虹莘路3799弄50号","高德地址坐标（非POI精确匹配）","上海市闵行区虹莘路3799弄50号","121.370138,31.167352","高德直线约 8.54 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E8%99%B9%E9%B9%BF%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%BA%95%E4%BA%AD%E5%88%86%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E8%99%B9%E8%8E%98%E8%B7%AF3799%E5%BC%8450%E5%8F%B7","34315622、34313622","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH162","闵行","公办","公办","待核验","华东师范大学附属闵行虹桥幼儿园","闵行/虹桥镇","本部","上海市闵行区合川路3377号","华东师范大学附属闵行虹桥幼儿园","合川路3377号","121.378488,31.181913","高德直线约 8.17 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E5%8D%8E%E4%B8%9C%E5%B8%88%E8%8C%83%E5%A4%A7%E5%AD%A6%E9%99%84%E5%B1%9E%E9%97%B5%E8%A1%8C%E8%99%B9%E6%A1%A5%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E5%90%88%E5%B7%9D%E8%B7%AF3377%E5%8F%B7","52271398","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH163","闵行","公办","公办","待核验","上海市闵行区航华第三幼儿园","闵行/新虹街道","本部","上海市闵行区沪青平公路393弄51号","闵行区航华第三幼儿园","沪青平公路393弄51号","121.348099,31.175369","高德直线约 10.76 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E8%88%AA%E5%8D%8E%E7%AC%AC%E4%B8%89%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E6%B2%AA%E9%9D%92%E5%B9%B3%E5%85%AC%E8%B7%AF393%E5%BC%8451%E5%8F%B7","54479528","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH164","闵行","公办","公办","待核验","上海市闵行区爱博幼儿园","闵行/新虹街道","本部","上海市闵行区润虹路780弄61号","上海市闵行区爱博幼儿园","润虹路780弄61号","121.310592,31.204788","高德直线约 15.11 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E7%88%B1%E5%8D%9A%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E6%B6%A6%E8%99%B9%E8%B7%AF780%E5%BC%8461%E5%8F%B7","34535799-8009","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH165","闵行","公办","公办","待核验","上海市闵行区爱博果果幼儿园","闵行/新虹街道","本部","上海市闵行区天山西路4350号","闵行区爱博果果幼儿园","天山西路4350号1层","121.306783,31.212735","高德直线约 15.78 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E7%88%B1%E5%8D%9A%E6%9E%9C%E6%9E%9C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E5%A4%A9%E5%B1%B1%E8%A5%BF%E8%B7%AF4350%E5%8F%B7","64206553","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH166","闵行","公办","公办","待核验","上海市闵行区新虹实验幼儿园","闵行/新虹街道","本部","上海市闵行区润虹路807号","新虹实验幼儿园","润虹路807号","121.309610,31.203448","高德直线约 15.14 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E6%96%B0%E8%99%B9%E5%AE%9E%E9%AA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E6%9C%AC%E9%83%A8%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E6%B6%A6%E8%99%B9%E8%B7%AF807%E5%8F%B7","64029281-212","待电话确认","待电话确认","非徐汇区对口/招生范围需按所在区当年政策和居住地址核验。","政策待核验","B","2026闵行名单未提供等级，需结合旧名单或园所电话核验。","上海本地宝《2026年闵行区幼儿园名单一览（附地址+电话）》，2026-04-16：https://sh.bendibao.com/edu/2026416/305343.shtm"
"MH167","闵行","民办","民办","一级","上海市协和实验幼儿园","闵行/虹桥镇","上海市协和实验幼儿园","上海市闵行区虹桥镇莲花路2151弄62-1号","协和实验幼儿园","莲花路2151弄62号-1","121.387255,31.171485","高德直线约 7.03 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%8D%8F%E5%92%8C%E5%AE%9E%E9%AA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%8D%8F%E5%92%8C%E5%AE%9E%E9%AA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E8%99%B9%E6%A1%A5%E9%95%87%E8%8E%B2%E8%8A%B1%E8%B7%AF2151%E5%BC%8462-1%E5%8F%B7","19822780903","待电话确认","待电话确认","民办招生范围、托班、小班名额、收费和材料要求需电话确认。","民办招生","B","民办名单来自2024公开页，招生条件、收费和名额需电话确认。","上海本地宝《上海市闵行区民办幼儿园名单查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284200_2.shtm"
"MH168","闵行","民办","民办","一级","上海市闵行区绿世界实验幼儿园","闵行/待归类","上海市闵行区绿世界实验幼儿园","上海市闵行区报春路158号","绿世界实验幼儿园","报春路158号","121.392636,31.126079","高德直线约 7.16 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E7%BB%BF%E4%B8%96%E7%95%8C%E5%AE%9E%E9%AA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E7%BB%BF%E4%B8%96%E7%95%8C%E5%AE%9E%E9%AA%8C%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E6%8A%A5%E6%98%A5%E8%B7%AF158%E5%8F%B7","64142739","待电话确认","待电话确认","民办招生范围、托班、小班名额、收费和材料要求需电话确认。","民办招生","B","民办名单来自2024公开页，招生条件、收费和名额需电话确认。","上海本地宝《上海市闵行区民办幼儿园名单查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284200_2.shtm"
"MH169","闵行","民办","民办","一级","上海市闵行海丽达春申幼儿园","闵行/待归类","上海市闵行海丽达春申幼儿园","上海市闵行区畹町路100弄61号","海丽达春申幼儿园","春申万科假日风畹町路100弄A院内","121.405506,31.105120","高德直线约 7.64 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E6%B5%B7%E4%B8%BD%E8%BE%BE%E6%98%A5%E7%94%B3%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E6%B5%B7%E4%B8%BD%E8%BE%BE%E6%98%A5%E7%94%B3%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E7%95%B9%E7%94%BA%E8%B7%AF100%E5%BC%8461%E5%8F%B7","021-54374943","待电话确认","待电话确认","民办招生范围、托班、小班名额、收费和材料要求需电话确认。","民办招生","B","民办名单来自2024公开页，招生条件、收费和名额需电话确认。","上海本地宝《上海市闵行区民办幼儿园名单查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284200_2.shtm"
"MH170","闵行","民办","民办","一级","上海市闵行区龙柏西郊幼儿园","闵行/虹桥镇","上海市闵行区龙柏西郊幼儿园","上海市闵行区红松路700弄30号","高德地址坐标（非POI精确匹配）","上海市闵行区龙柏西郊公寓30号","121.360068,31.179773","高德直线约 9.77 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E9%BE%99%E6%9F%8F%E8%A5%BF%E9%83%8A%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E9%BE%99%E6%9F%8F%E8%A5%BF%E9%83%8A%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E7%BA%A2%E6%9D%BE%E8%B7%AF700%E5%BC%8430%E5%8F%B7","64494727","待电话确认","待电话确认","民办招生范围、托班、小班名额、收费和材料要求需电话确认。","民办招生","B","民办名单来自2024公开页，招生条件、收费和名额需电话确认。","上海本地宝《上海市闵行区民办幼儿园名单查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284200_2.shtm"
"MH171","闵行","民办","民办","一级","上海闵行区常春藤幼儿园","闵行/待归类","上海闵行区常春藤幼儿园","上海市闵行区都庄路2730号","常春藤幼儿园","都庄路2730号","121.419512,31.078331","高德直线约 9.46 km","https://ditu.amap.com/search?query=%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%20%E4%B8%8A%E6%B5%B7%E9%97%B5%E8%A1%8C%E5%8C%BA%E5%B8%B8%E6%98%A5%E8%97%A4%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E9%97%B5%E8%A1%8C%E5%8C%BA%E5%B8%B8%E6%98%A5%E8%97%A4%E5%B9%BC%E5%84%BF%E5%9B%AD%20%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%97%B5%E8%A1%8C%E5%8C%BA%E9%83%BD%E5%BA%84%E8%B7%AF2730%E5%8F%B7","021-62206620","待电话确认","待电话确认","民办招生范围、托班、小班名额、收费和材料要求需电话确认。","民办招生","B","民办名单来自2024公开页，招生条件、收费和名额需电话确认。","上海本地宝《上海市闵行区民办幼儿园名单查询》，2024-03-25：https://sh.bendibao.com/edu/2024325/284200_2.shtm"
